sample_id,class,class_name,orig_fLength,orig_fWidth,orig_fSize,orig_fConc,orig_fConc1,orig_fAsym,orig_fM3Long,orig_fM3Trans,orig_fAlpha,orig_fDist,rec_fLength,rec_fWidth,rec_fSize,rec_fConc,rec_fConc1,rec_fAsym,rec_fM3Long,rec_fM3Trans,rec_fAlpha,rec_fDist,error_fLength,error_fWidth,error_fSize,error_fConc,error_fConc1,error_fAsym,error_fM3Long,error_fM3Trans,error_fAlpha,error_fDist,mse_total
65,0.0,Фон,-0.82546467,-0.68258417,-0.7514961,0.6651036,0.84715503,0.36520338,0.0974687,-0.49777472,1.6582861,0.60636544,-0.5580232,-0.32552353,-0.77146107,1.0012423,0.95226634,0.30958918,-0.028851274,-0.102002904,1.006187,-0.42032173,0.26744145,0.35706064,0.019964993,0.33613867,0.1051113,0.055614203,0.12631997,0.3957718,0.65209913,1.0266871,0.19784582
66,1.0,Сигнал,0.8951025,0.5433645,1.7669141,-0.80893165,-0.7847343,-1.232389,-1.4495254,-0.9901184,-1.0118428,2.2873032,1.7078346,1.4560751,1.4161288,-1.0252609,-1.0339372,-1.1520668,-0.2863165,0.12101985,-0.20204504,0.85384524,0.8127321,0.91271055,0.35078537,0.21632928,0.2492029,0.08032215,1.1632088,1.1111382,0.8097978,1.433458,0.7030233
67,0.0,Фон,-0.86620206,-0.76351416,-1.1148362,1.6044132,0.94976693,-0.110428326,-0.26837802,-0.22984219,0.5838275,-0.6115287,-0.8031758,-0.6887114,-1.1218134,1.3970385,1.3507426,0.18131375,-0.15110269,-0.012955875,0.7947855,-0.63362986,0.06302625,0.07480276,0.0069772005,0.20737469,0.40097564,0.2917421,0.11727533,0.21688631,0.210958,0.022101164,0.04043005
68,1.0,Сигнал,-0.6356265,-0.19659199,-0.4230722,0.33784276,0.121670865,-0.5216207,-0.5435542,0.18649943,-0.32850966,0.22225112,-0.4048347,-0.44219851,-0.18537475,0.054450132,0.08402242,0.20762545,0.021059643,0.058953285,-0.24777958,-0.25432274,0.2307918,0.24560653,0.23769744,0.28339264,0.037648447,0.72924614,0.5646138,0.12754615,0.08073008,0.47657385,0.13523129
69,0.0,Фон,-0.6249864,-0.3857749,-0.58432156,0.04760974,0.05866355,0.31713277,-0.069700636,0.24741688,2.068755,-1.110302,-0.47859696,-0.2676052,-0.5632109,0.5614549,0.610484,0.41038948,-0.026933435,-0.11857888,0.84628475,-0.42988774,0.14638945,0.118169725,0.021110654,0.51384515,0.55182046,0.09325671,0.0427672,0.36599576,1.2224702,0.6804142,0.27062577
70,1.0,Сигнал,-0.77564067,-0.52780914,-0.9182474,0.8437086,0.9686691,0.36915427,0.048600793,-0.39316213,1.435919,-1.7165184,-0.7668042,-0.598202,-1.0961198,1.3329129,1.332634,0.28372324,-0.13347253,-0.039759897,1.0135446,-0.6376747,0.008836448,0.07039285,0.17787236,0.48920435,0.36396486,0.08543104,0.18207332,0.35340223,0.4223745,1.0788437,0.19161093
71,0.0,Фон,-0.93889755,-0.58615416,-0.40847087,2.1990368,2.450241,0.1603813,0.092342995,0.02741629,2.2754495,-1.915853,-0.9642784,-0.7015287,-1.5793025,2.0803201,2.0330024,0.18982543,-0.15030691,-0.07233295,1.5324788,-0.74001133,0.02538085,0.115374565,1.1708317,0.11871672,0.4172387,0.029444128,0.24264991,0.09974924,0.7429707,1.1758417,0.3577289
72,0.0,Фон,-0.69645,-0.41839644,-0.97030425,1.0615195,0.9821707,0.09039719,-0.3840194,-0.08928907,2.1797624,-1.1765712,-0.7671423,-0.53796875,-1.1497531,1.464682,1.434732,0.26700407,-0.10257767,-0.06217496,1.201467,-0.6014907,0.0706923,0.11957231,0.17944884,0.40316248,0.45256126,0.1766069,0.28144175,0.027114108,0.9782953,0.5750806,0.18177626
73,1.0,Сигнал,-0.6253718,-0.34223738,-0.7210238,0.15597066,-0.004343761,0.31380454,-0.0337049,0.25798962,1.9542875,0.26836076,-0.45900607,-0.2552903,-0.5137986,0.58888793,0.5781381,0.3369187,0.0024591796,-0.106668025,0.7396003,-0.34943825,0.16636574,0.08694708,0.2072252,0.43291727,0.58248186,0.023114175,0.03616408,0.36465764,1.2146872,0.61779904,0.25968403
74,1.0,Сигнал,-0.76060504,-0.53060687,-0.66833204,0.5197149,0.27828902,0.37737077,0.007292861,0.381581,0.32361627,-0.7763547,-0.6204902,-0.5562573,-0.6228973,0.6769292,0.6962972,0.26142406,-0.061896343,0.0072053326,0.3416871,-0.46169764,0.14011484,0.025650442,0.045434713,0.15721428,0.4180082,0.11594671,0.069189206,0.37437567,0.018070847,0.31465703,0.047952514
75,1.0,Сигнал,0.042920746,0.44499424,0.35249066,-0.9635774,-0.84864175,0.61655635,0.65013164,-0.8859015,0.25702494,-0.4795572,0.123271964,0.20002803,0.35726562,-0.56772906,-0.49580643,0.38941288,0.09788121,-0.11446827,-0.03794341,0.083478466,0.08035122,0.24496621,0.004774958,0.39584833,0.35283533,0.22714347,0.55225044,0.77143323,0.29496837,0.56303567,0.17033756
76,0.0,Фон,1.598583,0.6089814,0.4659154,-0.21539693,-0.15646142,-1.4394987,-2.0867987,0.66824144,-0.25521246,2.007302,1.4799173,1.1457999,1.1312419,-0.6914127,-0.7425821,-1.216429,-0.26861244,0.1947658,-0.3118874,0.69563997,0.118665695,0.5368185,0.6653265,0.47601575,0.58612067,0.22306967,1.8181863,0.47347564,0.056674957,1.3116621,0.6618453
77,0.0,Фон,-0.4172255,0.0015996626,-0.26732478,-0.20831807,-0.4570963,0.36747408,-0.2604274,-0.67613584,0.19167134,-0.7549875,-0.27555326,-0.21820173,-0.058733802,-0.15110889,-0.107024044,0.34943503,0.047284838,-0.055658378,0.01909522,-0.229012,0.14167225,0.2198014,0.20859097,0.05720918,0.35007226,0.018039048,0.30771223,0.62047744,0.17257613,0.52597547,0.10241546
78,0.0,Фон,1.0742911,-0.24926463,-0.61585194,0.13745673,0.36559916,-0.3970652,-2.0103412,0.63543266,2.3800611,0.17107314,-0.21444972,-0.16819772,-0.063883424,-0.14291215,-0.062135816,0.4246704,0.043014448,-0.08459037,0.12837957,-0.24551582,1.2887409,0.08106691,0.5519685,0.28036886,0.42773497,0.8217356,2.0533557,0.72002304,2.2516816,0.41658896,1.2887228
79,1.0,Сигнал,-0.6678612,-0.057168573,-0.05952049,-0.40598145,-0.34908375,0.013861531,-0.4134721,0.38862145,-0.11742766,-1.2638146,-0.32276204,-0.36332384,-0.11729045,-0.17806128,-0.12557021,0.30030036,-0.004991848,0.018600717,-0.24913454,-0.288659,0.34509918,0.30615526,0.05776996,0.22792017,0.22351354,0.28643882,0.40848023,0.37002075,0.13170688,0.9751556,0.16721615
80,1.0,Сигнал,-0.5962605,-0.56425625,-0.6712946,1.0680538,1.3170096,0.6164565,0.08411949,0.54465485,-0.74004775,-0.15633488,-0.71356237,-0.72659755,-0.76039034,0.8712834,0.85590947,0.1372691,-0.12375711,0.06576701,0.11961833,-0.5298328,0.11730188,0.1623413,0.08909571,0.19677043,0.4611001,0.47918743,0.2078766,0.47888783,0.8596661,0.3734979,0.16800776
81,1.0,Сигнал,-0.65296036,-0.37751374,-0.50496656,0.05523312,-0.152861,-0.2877769,0.112773165,0.5962783,1.4057425,-0.5939086,-0.43935797,-0.2851961,-0.3725129,0.35799026,0.36769912,0.31255585,0.012352552,-0.078187324,0.4504654,-0.31716838,0.2136024,0.09231764,0.13245365,0.30275714,0.52056015,0.60033274,0.10042061,0.67446566,0.9552771,0.27674022,0.22488642
82,1.0,Сигнал,-0.5308074,-0.35255426,-0.35895336,0.18755324,0.04246167,0.0936865,0.27636766,-0.51864994,0.2704597,-1.2662591,-0.49568617,-0.45545658,-0.35547218,0.24777588,0.29704913,0.30222353,-0.021435548,-0.0027447538,0.10690352,-0.3813116,0.035121202,0.10290232,0.0034811795,0.06022264,0.25458747,0.20853704,0.29780322,0.5159052,0.16355619,0.8849475,0.12884912
83,0.0,Фон,0.83073467,0.061043963,-0.0675618,-1.0218418,-1.0007594,-2.1987555,0.61044914,0.86382,0.5205853,-0.8904654,0.882583,0.75930846,0.77201915,-0.69130886,-0.72429204,-0.47689247,-0.07568993,0.051379673,-0.30358472,0.44388655,0.051848352,0.6982645,0.83958095,0.3305329,0.27646732,1.721863,0.68613905,0.81244034,0.82417,1.3343519,0.79362535
84,0.0,Фон,1.8311566,-0.45728946,-0.43090189,1.9196944,2.244117,-1.8985264,-2.208722,-0.698092,0.7494858,0.65972185,-0.27420986,-0.37812817,-0.13529189,-0.1685816,-0.0670024,0.35410136,-0.023739431,0.0277129,-0.25166643,-0.3454882,2.1053665,0.07916129,0.29561,2.088276,2.3111193,2.2526278,2.1849828,0.72580487,1.0011523,1.00521,2.6616416
85,1.0,Сигнал,-0.18058272,0.15894705,0.62039316,-1.0534244,-0.93865216,0.76306427,-0.61742437,-0.58445084,-1.0093521,0.18357676,0.16180453,0.19271994,0.34297788,-0.5768238,-0.5553342,0.1963449,0.042743575,-0.060416393,-0.25867522,0.090261616,0.34238726,0.033772886,0.27741528,0.4766006,0.38331795,0.56671935,0.66016793,0.52403444,0.7506769,0.09331515,0.21732381
86,1.0,Сигнал,-0.08526875,-0.0035725138,0.73826176,-0.42939612,-0.2752752,0.37406117,-0.7103898,0.42756343,-0.84638387,0.040045742,-0.014506705,-0.049272604,0.1434006,-0.36701572,-0.3488799,0.15488409,0.04410286,-0.015303352,-0.34552258,-0.043670952,0.070762046,0.045700092,0.59486115,0.062380403,0.0736047,0.21917708,0.75449264,0.44286677,0.5008613,0.08371669,0.14415637
87,1.0,Сигнал,-0.9508074,-0.63054913,-1.2843385,2.1064672,2.389934,0.2981245,-0.2677086,0.45454296,-0.41403458,-0.8292578,-0.9503656,-0.95213175,-1.2868,1.5199182,1.511558,0.09948104,-0.2499255,0.049057648,0.49067846,-0.7942817,0.00044178963,0.32158262,0.0024615526,0.58654904,0.878376,0.19864345,0.017783105,0.40548533,0.90471303,0.034976065,0.22429287
88,1.0,Сигнал,1.3438119,-0.49279663,0.021104189,-0.64938515,-0.65331906,-2.8020322,0.90615755,-0.47086278,-1.0474415,0.766888,1.257233,0.9230983,0.9285476,-0.55284005,-0.6553955,-1.1156664,-0.22093232,0.17298776,-0.4254156,0.5872778,0.086578846,1.415895,0.9074434,0.0965451,0.002076447,1.6863658,1.1270899,0.64385056,0.62202585,0.1796102,0.77929145
89,1.0,Сигнал,-0.9581254,-0.5795529,-1.5609171,1.839649,1.5564374,-0.1906746,-0.05028932,-0.5160587,-0.8807141,-0.68527204,-0.8399182,-0.86242175,-1.0529946,1.1934037,1.185953,0.11098319,-0.2102275,0.06417289,0.2754303,-0.6974591,0.118207216,0.28286886,0.50792253,0.64624524,0.37048435,0.3016578,0.15993819,0.58023155,1.1561444,0.012187064,0.26969293
90,1.0,Сигнал,-0.09670567,0.056377463,0.8284091,-0.7479446,-0.8072369,0.90420336,0.52045393,-0.84826237,-1.0246491,0.500915,0.14171621,0.23948917,0.39850992,-0.6002608,-0.5909734,0.3239152,0.090762526,-0.107004076,-0.12773825,0.13431028,0.23842189,0.1831117,0.42989916,0.1476838,0.21626353,0.5802882,0.4296914,0.74125826,0.8969109,0.36660472,0.23534498
91,0.0,Фон,-0.5717244,-0.7477833,-0.1991853,1.3022006,1.380917,0.34826615,0.24614546,0.3586501,0.49235925,-0.8103485,-0.7522335,-0.645082,-0.999095,1.2461944,1.2001797,0.1891672,-0.12168406,-0.007734419,0.6946717,-0.5739318,0.18050909,0.10270131,0.7999097,0.056006193,0.18073726,0.15909895,0.3678295,0.3663845,0.20231244,0.2364167,0.11104611
92,1.0,Сигнал,-0.46986562,-0.29967275,-0.6080223,-0.007387513,-0.045748565,0.22549236,-0.699999,0.54741985,-0.9635413,-1.4165368,-0.44095013,-0.5892516,-0.3161075,0.0098655,0.16132686,0.2208649,-0.051077995,0.119716816,-0.3734906,-0.4467743,0.028915495,0.28957883,0.29191476,0.017253013,0.20707542,0.0046274513,0.64892095,0.42770302,0.5900507,0.9697625,0.21057329
93,0.0,Фон,-0.84361434,-0.34747553,-0.57014346,1.1344861,1.7283573,-0.013287111,-0.3870819,0.2880816,-0.005646357,-1.2749327,-0.80353737,-0.8228847,-0.9805617,1.1011051,1.1019268,0.14115056,-0.1917719,0.058753505,0.26895186,-0.66471255,0.04007697,0.47540915,0.4104182,0.033380985,0.6264305,0.15443768,0.19531,0.22932808,0.2745982,0.6102202,0.13519539
94,0.0,Фон,1.7341615,1.086542,1.3443223,-0.92709404,-0.8243389,-2.1125634,-2.5677843,-0.7674734,0.079434045,2.34934,2.21111,1.824818,1.7317183,-1.1676865,-1.115479,-1.647166,-0.4383695,0.2160352,-0.18833566,1.0164267,0.47694862,0.738276,0.38739598,0.24059242,0.29114008,0.46539736,2.1294148,0.9835086,0.2677697,1.3329133,0.86319035
95,1.0,Сигнал,-0.8247719,-0.3163985,-0.9108409,0.5572872,0.40250346,-0.059044715,0.13050404,-0.47024027,1.2647083,-0.4141237,-0.58884203,-0.41175982,-0.7049526,0.8768869,0.84304637,0.25554192,-0.032747153,-0.056393486,0.71926314,-0.41598645,0.23592985,0.09536132,0.20588833,0.3195997,0.4405429,0.31458664,0.16325119,0.4138468,0.54544514,0.0018627346,0.099776745
96,0.0,Фон,-0.7684385,-0.7325251,-0.94279456,1.4443221,1.3476131,-0.3320472,-0.42717856,-0.13133872,1.0549866,-1.3471904,-0.8536881,-0.756362,-1.2204303,1.482769,1.454945,0.19019903,-0.18729974,-0.0087343315,0.82358664,-0.70822936,0.0852496,0.02383691,0.2776357,0.038446903,0.10733187,0.52224624,0.23987882,0.122604385,0.23139995,0.638961,0.09050475
97,1.0,Сигнал,-0.51964235,-0.3815976,-0.6376481,0.027462231,-0.009744388,0.57848054,0.037685856,-0.45282495,-0.8638958,-0.8275995,-0.46653014,-0.5290628,-0.253758,0.04568278,0.11691116,0.27473262,-0.031099591,0.07374276,-0.25073078,-0.37607196,0.05311221,0.1474652,0.3838901,0.01822055,0.12665555,0.30374792,0.068785444,0.5265677,0.613165,0.45152757,0.11424283
98,1.0,Сигнал,1.228355,2.803677,2.8704777,-1.6801752,-1.5849272,1.581224,1.721633,3.5229216,-0.9739642,-0.41707912,1.4841032,1.5921088,1.4740634,-1.4788799,-1.3624219,-0.22036327,-0.10900226,-0.085143365,0.18086468,0.8308553,0.25574815,1.2115682,1.3964143,0.20129526,0.22250533,1.8015872,1.8306352,3.608065,1.1548289,1.2479345,2.6079352
99,1.0,Сигнал,0.04571791,-0.25837228,-0.24193119,-0.25188026,-0.14115964,0.93340445,0.5679555,-0.4048158,-0.99103546,1.2072567,-0.06585034,-0.021496072,0.18807204,-0.32739082,-0.33984408,0.2952934,0.101941034,-0.06878542,-0.14337285,-0.012025163,0.11156825,0.2368762,0.43000323,0.07551056,0.19868444,0.63811105,0.46601444,0.33603036,0.8476626,1.2192818,0.32410896
100,1.0,Сигнал,-0.6128709,-0.3350425,-0.4641252,-0.36024117,-0.49670088,-0.37289116,-0.4960644,-0.55756783,-0.74142337,-0.9255692,-0.28051332,-0.38239875,-0.16587526,-0.16062492,-0.06996238,0.15893756,-0.0072227754,0.07223899,-0.40508473,-0.28199527,0.33235756,0.047356248,0.29824993,0.19961625,0.4267385,0.5318287,0.48884162,0.6298068,0.33633864,0.6435739,0.1869385
101,1.0,Сигнал,-0.14994635,-0.10403146,-0.16321102,-0.36241928,-0.38418785,0.61005384,0.3981654,0.80099165,-0.8579678,1.0158374,-0.053307373,-0.04220093,0.18286623,-0.30100834,-0.3486235,0.19519682,0.09104261,-0.04195892,-0.26403025,0.028939806,0.09663898,0.061830528,0.34607726,0.061410934,0.035564333,0.41485703,0.3071228,0.8429506,0.5939375,0.98689765,0.24416928
102,0.0,Фон,0.07212426,-0.54414463,0.19081809,-0.45335534,-0.55250734,-0.84532493,-1.007117,0.42181623,0.23177636,-0.25532088,0.12092837,0.062339343,0.19647044,-0.43264568,-0.39134917,0.0073738545,0.025596913,0.010210662,-0.38436002,-0.011228591,0.04880411,0.606484,0.005652353,0.020709664,0.16115817,0.8526988,1.0327139,0.41160557,0.6161364,0.24409229,0.2798855
103,0.0,Фон,-0.33418077,0.81504947,0.4987155,-0.8862545,-0.9143494,0.10763053,-0.9604577,-1.270414,1.4849486,0.623012,0.3600673,0.49851564,0.57957023,-0.75958246,-0.69561064,0.3871255,0.10847096,-0.15826605,0.022478808,0.2845243,0.6942481,0.31653383,0.08085474,0.12667203,0.21873873,0.27949497,1.0689286,1.1121479,1.4624698,0.3384877,0.5363594
104,0.0,Фон,0.8239699,0.06652944,-0.23939182,-0.35207325,-0.42559263,-1.6625338,0.84525967,0.548081,0.54398686,-0.95044273,0.30548683,0.27219558,0.3926563,-0.49235058,-0.50913554,-0.053187177,0.034771767,-0.008898013,-0.31342366,0.1794066,0.51848304,0.20566614,0.63204813,0.14027733,0.08354291,1.6093466,0.8104879,0.556979,0.85741055,1.1298493,0.63060904
105,1.0,Сигнал,0.310888,0.043757573,1.5817525,-0.7468555,-0.8216386,0.44101822,1.0555155,0.37909585,-1.0113064,0.49627462,0.40830773,0.49029723,0.6116374,-0.6901419,-0.732,0.14638776,0.07049057,-0.09609253,-0.15386514,0.34437796,0.09741974,0.44653964,0.9701151,0.05671358,0.08963859,0.29463047,0.9850249,0.47518837,0.85744125,0.15189666,0.3202426
106,1.0,Сигнал,-0.46032974,-0.11749781,0.18531613,-0.35043967,-0.4336936,0.47221422,-0.6841036,0.47497424,-0.5172745,-1.8753921,-0.310171,-0.3926904,-0.15662982,-0.23389289,-0.13392726,0.31601465,-0.032890324,0.035597436,-0.30574724,-0.36817163,0.15015873,0.2751926,0.34194595,0.11654678,0.29976633,0.15619957,0.6512133,0.4393768,0.21152726,1.5072205,0.3276635
107,1.0,Сигнал,-0.40968525,-0.55500567,-0.6598675,0.09607267,-0.073651806,-0.032650717,0.16848058,-0.35531554,-0.7613226,-0.5846679,-0.43023515,-0.50055104,-0.23500718,0.041499518,0.10636158,0.23512854,-0.012928698,0.074605964,-0.2805872,-0.32330194,0.020549893,0.054454625,0.42486036,0.05457315,0.18001339,0.26777926,0.18140927,0.4299215,0.48073542,0.26136598,0.080814324
108,0.0,Фон,-0.4607033,-1.0692332,-1.4318329,1.9333076,1.7580607,0.11042069,-0.15767582,0.4936249,-0.60829437,-1.2122862,-0.91974384,-0.9737465,-1.201341,1.3263707,1.3473201,0.122457,-0.26761824,0.07548077,0.29998216,-0.8128746,0.45904052,0.0954867,0.23049188,0.60693693,0.4107406,0.012036309,0.10994242,0.41814414,0.90827656,0.39941162,0.19816154
109,0.0,Фон,-0.76458204,-0.63985467,-0.48253554,1.0767663,0.9866712,-0.01962377,0.12192719,0.41253674,1.5005254,-0.3265983,-0.6874211,-0.48710838,-0.9429147,1.2327447,1.1785295,0.2378755,-0.0674468,-0.049799047,0.95307773,-0.49639648,0.077160954,0.15274629,0.46037918,0.15597844,0.19185829,0.25749928,0.18937398,0.4623358,0.5474476,0.1697982,0.09468262
110,1.0,Сигнал,-0.09442869,0.0030232477,0.9528377,-1.1378261,-1.0970706,0.5973552,0.34382236,-0.6170521,-0.6675897,0.2757961,0.30377397,0.38625053,0.51795524,-0.6922508,-0.6929804,0.23911957,0.060411867,-0.10123137,-0.16097203,0.2360766,0.39820266,0.3832273,0.43488246,0.4455753,0.40409017,0.3582356,0.2834105,0.51582074,0.50661767,0.039719492,0.15893419
111,1.0,Сигнал,-0.75519276,-0.64069563,-1.3387231,1.0691428,0.69143695,-0.04646108,0.14494474,-0.5112042,0.37025857,0.49944398,-0.65068054,-0.5054242,-0.780714,1.0217351,0.9593173,0.19338384,-0.04492833,-0.019293234,0.6353233,-0.42868647,0.104512215,0.13527143,0.5580091,0.047407746,0.26788038,0.23984492,0.18987307,0.49191093,0.26506472,0.92813045,0.16818419
112,1.0,Сигнал,-0.75392777,-0.5224446,-0.7705413,0.93736726,0.7553444,0.50019026,0.05579562,-0.3289971,-0.5742783,-1.1826626,-0.7103693,-0.73439926,-0.7385266,0.7550556,0.80500436,0.22906604,-0.13783437,0.061456405,0.15251052,-0.58152354,0.04355848,0.21195465,0.032014728,0.18231165,0.049659967,0.2711242,0.19363,0.39045352,0.7267888,0.60113907,0.123659566
113,1.0,Сигнал,-0.08436789,-0.29247788,-0.060155332,-0.29163074,-0.4192919,-1.5095657,0.6875231,-0.5332134,-0.8632827,0.5731419,0.21309212,0.15306818,0.29212198,-0.29649448,-0.39932692,-0.21846934,0.04810534,0.0314407,-0.41079292,0.206146,0.29746002,0.44554606,0.3522773,0.004863739,0.019964993,1.2910963,0.63941777,0.56465405,0.45248976,0.36699587,0.31455672
114,1.0,Сигнал,-0.95309144,-0.61055297,-1.2898405,1.9659792,2.1424053,0.31080797,-0.34863225,-0.40586293,0.62921673,-0.61529183,-0.933006,-0.7868565,-1.3993839,1.828335,1.7688552,0.11496094,-0.17994115,-0.022066057,1.0283017,-0.7095212,0.020085454,0.1763035,0.10954344,0.13764417,0.37355006,0.19584703,0.1686911,0.38379687,0.399085,0.09422934,0.058423243
115,1.0,Сигнал,-0.26186123,-0.20937677,0.05411587,-0.5687951,-0.6218154,0.041725904,0.592573,-0.31675476,-0.98875546,0.66298085,-0.01695323,0.0026321188,0.2060725,-0.3448404,-0.4005476,0.15470959,0.07983042,-0.041067198,-0.3030838,0.06988692,0.244908,0.2120089,0.15195662,0.22395468,0.22126779,0.11298369,0.5127426,0.27568758,0.6856717,0.59309393,0.14007136
116,1.0,Сигнал,-0.8156474,-0.66783166,-0.8943351,1.2853202,1.2855059,0.43793705,0.023800721,-0.22998695,0.8936622,0.008218307,-0.7333145,-0.5384234,-1.0531287,1.3980377,1.3237852,0.21093199,-0.08837697,-0.045711845,1.0051119,-0.5335778,0.08233291,0.12940824,0.15879363,0.11271751,0.038279295,0.22700506,0.11217769,0.1842751,0.11144972,0.5417961,0.046694767
117,1.0,Сигнал,-0.8708932,-0.58198786,-1.2542894,1.1758702,0.88225913,0.044157352,-0.09474217,0.20268907,0.70275533,-0.6404863,-0.76827085,-0.6574522,-1.031548,1.2796082,1.2354726,0.1825057,-0.13013002,-0.008758434,0.71575665,-0.591331,0.10262233,0.07546437,0.22274137,0.10373807,0.35321343,0.13834834,0.03538785,0.2114475,0.013001323,0.049155295,0.026904916
118,1.0,Сигнал,0.99023205,1.0368154,2.635587,-1.5206287,-1.4742143,1.1108884,1.2552981,0.9161191,-1.0412261,1.4084114,1.2552176,1.4112998,1.3580878,-1.3339918,-1.2731642,-0.1539921,-0.057392213,-0.10027946,0.17348064,0.8185292,0.2649855,0.37448442,1.2774992,0.18663692,0.20105016,1.2648804,1.3126904,1.0163985,1.2147068,0.5898822,0.8097333
119,1.0,Сигнал,1.0625516,0.30398235,1.3494011,-1.1204013,-1.0250622,1.0972404,1.6819878,-0.3995994,-0.85017365,1.0015285,0.73886913,0.88701534,0.8799096,-0.97769386,-0.949174,0.20207919,0.0820269,-0.1526874,0.058569904,0.54445434,0.3236825,0.58303297,0.46949154,0.14270741,0.07588822,0.8951613,1.5999608,0.246912,0.90874356,0.45707417,0.51481295
120,1.0,Сигнал,1.9090374,0.010778764,-0.59998095,-0.056394964,-0.08715337,-2.555334,-1.2985184,0.64394486,-0.7267318,1.241732,1.4398847,0.9996178,0.9556894,-0.5236868,-0.61097276,-1.3388524,-0.2989626,0.2359864,-0.45476955,0.5659009,0.4691527,0.98883903,1.5556703,0.46729186,0.5238194,1.2164817,0.9995558,0.40795845,0.27196223,0.6758311,0.7286846
121,1.0,Сигнал,-0.7811215,-0.7068126,-1.087538,1.2482923,1.0730813,0.48502457,-0.02586028,0.16128606,-0.69171554,-0.15034384,-0.7456823,-0.7528459,-0.8602857,0.99314755,0.97630775,0.14772286,-0.14630559,0.05394987,0.23001185,-0.57903886,0.035439193,0.046033263,0.2272523,0.25514477,0.096773505,0.33730173,0.12044531,0.107336186,0.9217274,0.42869502,0.1302644
122,0.0,Фон,2.4269783,1.103702,-0.113693506,0.48432058,0.25938684,-1.4586186,-3.1036801,0.9776011,-0.44129875,1.7037634,1.5796824,1.1270276,1.0512595,-0.6170853,-0.6640404,-1.3716658,-0.32521293,0.25301856,-0.41527823,0.596698,0.847296,0.023325682,1.164953,1.1014059,0.9234272,0.086952806,2.7784672,0.72458255,0.026020527,1.1070654,1.3620114
123,1.0,Сигнал,-0.51579773,-0.5690766,-0.7500148,0.15379256,0.24048465,-0.19543767,-0.38869557,-0.555628,-0.51238495,-0.5492432,-0.5110366,-0.59047025,-0.31078157,0.1217765,0.21579635,0.26226363,-0.055158038,0.09396952,-0.25417507,-0.411318,0.0047611594,0.021393657,0.4392332,0.03201606,0.024688303,0.4577013,0.33353752,0.6495975,0.25820988,0.13792521,0.102345124
124,1.0,Сигнал,-0.76536,-0.53589994,-0.78154516,1.9834042,1.449325,0.08591161,0.1325182,-0.42572963,-0.3756501,-0.2048784,-0.77318,-0.6939202,-1.0172645,1.2960984,1.2278522,0.13142528,-0.13215958,0.005731783,0.5876997,-0.5712336,0.00782001,0.15802026,0.23571932,0.6873058,0.22147274,0.045513667,0.26467776,0.43146142,0.9633498,0.36635518,0.19225784
